id,name,character,role
tm84618,Robert De Niro,Travis Bickle,ACTOR
tm84618,Jodie Foster,Iris Steensma,ACTOR
tm84618,Albert Brooks,Tom,ACTOR
tm84618,Harvey Keitel,Matthew 'Sport' Higgins,ACTOR
tm84618,Cybill Shepherd,Betsy,ACTOR
tm84618,Peter Boyle,Wizard,ACTOR
tm84618,Leonard Harris,Senator Charles Palantine,ACTOR
tm84618,Diahnne Abbott,Concession Girl,ACTOR
tm84618,Gino Ardito,Policeman at Rally,ACTOR
tm84618,Martin Scorsese,Passenger Watching Silhouette,ACTOR
tm84618,Murray Moston,Iris' Time Keeper,ACTOR
tm84618,Richard Higgs,Secret Service Agent,ACTOR
tm84618,Bill Minkin,Tom's Assistant (uncredited),ACTOR
tm84618,Bob Maroff,Mafioso (uncredited),ACTOR
tm84618,Victor Argo,"Melio, Delicatessen Owner",ACTOR
tm84618,Joe Spinell,Personell Officer,ACTOR
tm84618,Robinson Frank Adu,Angry Black Man (uncredited),ACTOR
tm84618,Brenda Dickson,Soap Opera Woman (uncredited),ACTOR
tm84618,Norman Matlock,Charlie T,ACTOR
tm84618,Harry Northup,Doughboy,ACTOR
tm84618,Harlan Cary Poe,Campaign Worker (uncredited),ACTOR
tm84618,Steven Prince,Andy - Gun Salesman,ACTOR
tm84618,Peter Savage,The John,ACTOR
tm84618,Nicholas Shields,Palantine's Aide (uncredited),ACTOR
tm84618,Ralph S. Singleton,T.V. Interviewer (uncredited),ACTOR
tm84618,Annie Gagen,Campaign Worker (uncredited),ACTOR
tm84618,Carson Grant,Political rallier (uncredited),ACTOR
tm84618,Mary-Pat Green,Campaign Aide (uncredited),ACTOR
tm84618,Debbi Morgan,Girl at Columbus Circle (uncredited),ACTOR
tm84618,Don Stroud,Policeman (uncredited),ACTOR
tm84618,Copper Cunningham,Hooker in Cab,ACTOR
tm84618,Garth Avery,Iris' friend,ACTOR
tm84618,Nat Grant,Stick-aup Man,ACTOR
tm84618,Billie Perkins,Iris' Friend (uncredited),ACTOR
tm84618,Catherine Scorsese,Iris' Mother (newspaper article) (uncredited),ACTOR
tm84618,Charles Scorsese,Iris' Father (newspaper article) (uncredited),ACTOR
tm84618,Martin Scorsese,Unknown,DIRECTOR
tm154986,Jon Voight,Ed Gentry,ACTOR
tm154986,Burt Reynolds,Lewis Medlock,ACTOR
tm154986,Ned Beatty,Bobby Trippe,ACTOR
tm154986,Ronny Cox,Drew Ballinger,ACTOR
tm154986,Ed Ramey,Old Man at the Gas-Station,ACTOR
tm154986,Billy Redden,Lonnie - The Banjo Boy,ACTOR
tm154986,Seamon Glass,First Griner,ACTOR
tm154986,Randall Deal,Second Griner,ACTOR
tm154986,Bill McKinney,Mountain Man,ACTOR
tm154986,Herbert 'Cowboy' Coward,Toothless Man,ACTOR
tm154986,Lewis Crone,First Deputy,ACTOR
tm154986,Ken Keener,Second Deputy,ACTOR
tm154986,Johnny Popwell,Ambulance Driver,ACTOR
tm154986,John Fowler,Doctor,ACTOR
tm154986,Kathy Rickman,Nurse,ACTOR
tm154986,Louise Coldren,Mrs. Biddiford,ACTOR
tm154986,Pete Ware,Taxi Driver,ACTOR
tm154986,James Dickey,Sheriff Bullard,ACTOR
tm154986,Macon McCalman,Deputy Queen,ACTOR
tm154986,Hoyt Pollard,Boy at Gas Station,ACTOR
tm154986,Belinda Beatty,Martha Gentry,ACTOR
tm154986,Charley Boorman,Ed's Boy,ACTOR
tm154986,John Boorman,Unknown,DIRECTOR
tm127384,Graham Chapman,King Arthur / Voice of God / Middle Head / Hiccoughing Guard,ACTOR
tm127384,John Cleese,Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter,ACTOR
tm127384,Eric Idle,Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard,ACTOR
tm127384,Terry Gilliam,Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand,ACTOR
tm127384,Terry Jones,Dennis's Mother / Sir Bedevere / Left Head / Prince Herbert / Voice of Cartoon Scribe,ACTOR
tm127384,Michael Palin,First Swallow-Savvy Guard / Dennis / Peasant 2 / Right Head / Sir Galahad the Pure / Narrator / King of Swamp Castle / Brother Maynard's Brother / Leader of The Knights Who Say NI!,ACTOR
tm127384,Connie Booth,The Witch,ACTOR
tm127384,Carol Cleveland,Zoot / Dingo,ACTOR
tm127384,Neil Innes,First Monk / Singing Minstrel / Page Crushed by the Rabbit / Peasant #4,ACTOR
tm127384,Bee Duffell,Old Crone,ACTOR
tm127384,John Young,Dead Body / Historian Frank,ACTOR
tm127384,Rita Davies,Historian's Wife,ACTOR
tm127384,Avril Stewart,Dr. Piglet,ACTOR
tm127384,Sally Kinghorn,Dr. Winston,ACTOR
tm127384,Mark Zycon,Prisoner,ACTOR
tm127384,Elspeth Cameron,Girl in Castle Anthrax,ACTOR
tm127384,Mitsuko Forstater,Girl in Castle Anthrax,ACTOR
tm127384,Sandy Johnson,Knight of Ni / Villager at Witch Burning / Musician at Wedding / Monk / Knight in Battle,ACTOR
tm127384,Sandy Rose,Girl in Castle Anthrax,ACTOR
tm127384,Romilly Squire,Musician at Wedding / Villager at Witch Burning,ACTOR
tm127384,Joni Flynn,Girl in Castle Anthrax,ACTOR
tm127384,Alison Walker,Girl in Castle Anthrax,ACTOR
tm127384,Loraine Ward,Girl in Castle Anthrax,ACTOR
tm127384,Anna Lanski,Girl in Castle Anthrax,ACTOR
tm127384,Sally Coombe,Girl in Castle Anthrax,ACTOR
tm127384,Vivienne MacDonald,Girl in Castle Anthrax,ACTOR
tm127384,Yvonne Dick,Girl in Castle Anthrax,ACTOR
tm127384,Daphne Darling,Girl in Castle Anthrax,ACTOR
tm127384,Fiona Gordon,Girl in Castle Anthrax,ACTOR
tm127384,Judy Lamb,Girl in Castle Anthrax,ACTOR
tm127384,Tracy Sneddon,Girl in Castle Anthrax,ACTOR
tm127384,Joyce Pollner,Girl in Castle Anthrax,ACTOR
tm127384,Mary Allen,Girl in Castle Anthrax,ACTOR
tm127384,Gloria Graham,Girl in Castle Anthrax,ACTOR
tm127384,Sylvia Taylor,Girl in Castle Anthrax,ACTOR
tm127384,Julian Doyle,Police Sergeant (uncredited),ACTOR
tm127384,Margarita Doyle,Peasant (uncredited),ACTOR
tm127384,Zack Matalon,Guard who Falls into Barrels (uncredited),ACTOR
tm127384,Scott Mike,Bash (Mudfighter (uncredited),ACTOR
tm127384,William Palin,Sir Not-Appearing-in-this-Film (uncredited),ACTOR
tm127384,Terry Jones,Themselves (uncredited),ACTOR
tm127384,Tom Raeburn,Guard Eating Apple (uncredited),ACTOR
tm127384,Brian Ross,Biff (Mudfighter) (uncredited),ACTOR
tm127384,Roy Forge Smith,Inspector End of Film (uncredited),ACTOR
tm127384,John Thornton,Dancing Knight (uncredited),ACTOR
tm127384,Maggie Weston,Page-turner (uncredited),ACTOR
tm127384,Terry Jones,Unknown,DIRECTOR
tm127384,Terry Gilliam,Unknown,DIRECTOR
tm120801,Lee Marvin,Maj. John Reisman,ACTOR
tm120801,Ernest Borgnine,Maj. Gen. Worden,ACTOR
tm120801,Charles Bronson,Joseph Wladislaw,ACTOR
tm120801,Jim Brown,Robert Jefferson,ACTOR
tm120801,John Cassavetes,Victor Franko,ACTOR
tm120801,Richard Jaeckel,Sergeant Bowren,ACTOR
tm120801,George Kennedy,Major Max Armbruster,ACTOR
tm120801,Trini López,Pedro Jiminez,ACTOR
tm120801,Ralph Meeker,Captain Stuart Kinder,ACTOR
tm120801,Robert Ryan,Col. Everett Dasher Breed,ACTOR
tm120801,Telly Savalas,Archer Maggott,ACTOR
tm120801,Donald Sutherland,Vernon Pinkley,ACTOR
tm120801,Clint Walker,Samson Posey,ACTOR
tm120801,Robert Webber,General Denton,ACTOR
tm120801,Tom Busby,Milo Vladek,ACTOR
tm120801,Ben Carruthers,Glenn Gilpin,ACTOR
tm120801,Stuart Cooper,Roscoe Lever,ACTOR
tm120801,Robert Phillips,Cpl. Morgan - MP Guard,ACTOR
tm120801,Colin Maitland,Seth Sawyer,ACTOR
tm120801,Al Mancini,Tassos Bravos,ACTOR
tm120801,George Roubicek,Pvt. Arthur James Gardner,ACTOR
tm120801,Thick Wilson,Gen. Worden's Aide,ACTOR
tm120801,Dora Reisser,German Officer's Girl,ACTOR
tm120801,Michael Anthony,German Officer in Staff Car (uncredited),ACTOR
tm120801,Leo Britt,German General in Staff Car (uncredited),ACTOR
tm120801,Alan Chuntz,French Servant (uncredited),ACTOR
tm120801,Gary Files,Ambulance Driver (uncredited),ACTOR
tm120801,Judith Furse,Drunken General's Wife (uncredited),ACTOR
tm120801,Hal Galili,MP Master Sergeant / Hangman (uncredited),ACTOR
tm120801,Romo Gorrara,Airborne Soldier (uncredited),ACTOR
tm120801,Willoughby Gray,German Officer (uncredited),ACTOR
tm120801,Gerard Heinz,Card-Playing German Officer (uncredited),ACTOR
tm120801,John G. Heller,2nd German Sentry at Chateau (uncredited),ACTOR
tm120801,George Hilsdon,Medical Officer at Hanging (uncredited),ACTOR
tm120801,John Hollis,German Porter at Chateau (uncredited),ACTOR
tm120801,Alf Joint,German Sentry Wanting Light (uncredited),ACTOR
tm120801,Juba Kennerley,German Officer (uncredited),ACTOR
tm120801,Hildegard Knef,(uncredited),ACTOR
tm120801,Ann Lancaster,Prostitute (uncredited),ACTOR
tm120801,Richard Marner,German Sentry at Chateau (uncredited),ACTOR
tm120801,Dick Miller,MP at Hanging (uncredited),ACTOR
tm120801,Lionel Murton,MP Lt. Col. in charge at hanging (uncredited),ACTOR
tm120801,Suzanne Owens-Duval,Prostitute (uncredited),ACTOR
tm120801,Mike Reid,Sergeant at War Games HQ (uncredited),ACTOR
tm120801,Terry Richards,Blake (uncredited),ACTOR
tm120801,Frederick Schiller,Drunken German General (uncredited),ACTOR
tm120801,Richard Shaw,German Officer Who Seals the Bunker (uncredited),ACTOR
tm120801,Warren Stanhope,German Officer (uncredited),ACTOR
tm120801,Hedger Wallace,German Officer (uncredited),ACTOR
tm120801,Theodore Wilhelm,German Officer (uncredited),ACTOR
tm120801,Rocky Taylor,Airborne Soldier (uncredited),ACTOR
tm120801,Burnell Tucker,Army Doctor (uncredited),ACTOR
tm120801,Vicki Woolf,Prostitute (uncredited),ACTOR
tm120801,Michael Segal,Airborne Band Conductor (uncredited),ACTOR
tm120801,Robert Aldrich,Unknown,DIRECTOR
ts22164,Graham Chapman,Various,ACTOR
ts22164,Michael Palin,"Various / ""It's"" man",ACTOR
ts22164,Terry Jones,Various,ACTOR
ts22164,Eric Idle,Various,ACTOR
ts22164,Terry Gilliam,Various,ACTOR
tm70993,Graham Chapman,Wise Man #2 / Brian Cohen / Biggus Dickus,ACTOR
tm70993,John Cleese,Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur,ACTOR
tm70993,Terry Gilliam,Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee,ACTOR
tm70993,Eric Idle,Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee,ACTOR
tm70993,Terry Jones,Mandy Cohen / Colin / Simon the Holy Man / Bob Hoskins / Saintly Passer-by / Alarmed Crucifixion Assistant,ACTOR
tm70993,Michael Palin,Wise Man #3 / Mr. Big Nose / Francis / Mrs. A / Ex-Leper / Announcer / Ben / Pontius Pilate / Boring Prophet / Eddie / Shoe Follower / Nisus Wettus,ACTOR
tm70993,Terence Bayler,Gregory,ACTOR
tm70993,Carol Cleveland,Mrs. Gregory,ACTOR
tm70993,Kenneth Colley,Jesus,ACTOR
tm70993,Neil Innes,A Weedy Samaritan,ACTOR
tm70993,Charles McKeown,False Prophet / Blind Man / Giggling Guard / Stig,ACTOR
tm70993,John Young,"Matthias, Son of Deuteronomy of Gath",ACTOR
tm70993,Gwen Taylor,Mrs. Big Nose,ACTOR
tm70993,Sue Jones-Davies,Judith Iscariot,ACTOR
tm70993,Peter Brett,Unknown,ACTOR
tm70993,John Case,Pilate's Wife,ACTOR
tm70993,Chris Langham,Alfonso / Giggling Guard,ACTOR
tm70993,Andrew MacLachlan,Another Official Stoners Helper / Giggling Guard,ACTOR
tm70993,Bernard McKenna,Parvus / Official Stoners Helper / Giggling Guard,ACTOR
tm70993,Spike Milligan,Spike,ACTOR
tm70993,George Harrison,Mr. Papadopolous (uncredited),ACTOR
tm70993,Terry Jones,Unknown,DIRECTOR
tm14873,Clint Eastwood,Harry,ACTOR
tm14873,Harry Guardino,Bressler,ACTOR
tm14873,Reni Santoni,Chico,ACTOR
tm14873,John Vernon,The Mayor,ACTOR
tm14873,Andrew Robinson,Killer,ACTOR
tm14873,John Larch,Chief,ACTOR
tm14873,John Mitchum,De Georgio,ACTOR
tm14873,Mae Mercer,Mrs. Russell,ACTOR
tm14873,Lyn Edgington,Norma,ACTOR
tm14873,Ruth Kobart,Bus Driver,ACTOR
tm14873,Woodrow Parfrey,Mr. Jaffe,ACTOR
tm14873,Josef Sommer,Rothko,ACTOR
tm14873,William Paterson,Bannerman,ACTOR
tm14873,James Nolan,Liquor Proprietor,ACTOR
tm14873,Maurice Argent,Sid Kleinman,ACTOR
tm14873,Jo De Winter,Miss Willis,ACTOR
tm14873,Craig Kelly,Sgt. Reineke,ACTOR
tm14873,Albert Popwell,Bank Robber (uncredited),ACTOR
tm14873,Joy Carlin,Communications Secretary (uncredited),ACTOR
tm14873,Bill Couch,Suicide Jumper (uncredited),ACTOR
tm14873,Diana Davidson,Swimmer (uncredited),ACTOR
tm14873,Vince Deadrick Sr.,Pedestrian (uncredited),ACTOR
tm14873,Chuck Dorsett,TV Watcher (uncredited),ACTOR
tm14873,Al Dunlap,Man in Jaffe's Cafe (uncredited),ACTOR
tm14873,Larry Duran,(uncredited),ACTOR
tm14873,George Fargo,Homicide Detective (uncredited),ACTOR
tm14873,Lois Foraker,Hot Mary (uncredited),ACTOR
tm14873,Max Gail,Tunnel Hoodlum (uncredited),ACTOR
tm14873,John Garber,Tunnel Hoodlum (uncredited),ACTOR
tm14873,Christopher Pray,Tunnel Hoodlum (uncredited),ACTOR
tm14873,Eddie Garrett,Policeman (uncredited),ACTOR
tm14873,James W. Gavin,Helicopter Pilot (uncredited),ACTOR
tm14873,David Gilliam,Homosexual (uncredited),ACTOR
tm14873,Don Haggerty,Minor Role (uncredited),ACTOR
tm14873,Scott Hale,Newsman (uncredited),ACTOR
tm14873,Kate Harper,Underwear Chick (uncredited),ACTOR
tm14873,Bob Harris,Man in Truck (uncredited),ACTOR
tm14873,Chuck Hicks,Flower Vendor (uncredited),ACTOR
tm14873,Raymond Johnson,Big Black Man (uncredited),ACTOR
tm14873,Richard Lawson,Homosexual (uncredited),ACTOR
tm14873,Laurie Mock,Third Nude (uncredited),ACTOR
tm14873,Ann Noland,Hippie Girl (uncredited),ACTOR
tm14873,Kathleen O'Malley,Lady in Jaffe's Cafe (uncredited),ACTOR
tm14873,Angela Paton,Homicide Detective (uncredited),ACTOR
tm14873,Victor Paul,Car Driver (uncredited),ACTOR
tm14873,Debralee Scott,Ann Mary Deacon (uncredited),ACTOR
tm14873,Don Siegel,Pedestrian Passing Harry's Car (uncredited),ACTOR
tm14873,Kristoffer Tabori,Hippie Guy (uncredited),ACTOR
tm14873,Tony Dario,Police Sergeant (uncredited),ACTOR
tm14873,Marc Hertsens,Steve - Doctor (uncredited),ACTOR
tm14873,Gordon Chapli,Fireman (uncredited),ACTOR
tm14873,Janet Wisely,First Nude (uncredited),ACTOR
tm14873,Pamela Tanimura,Bus Kid (uncredited),ACTOR
tm14873,Richard Samuelson,Bus Kid (uncredited),ACTOR
tm14873,Derek Jue,Bus Kid (uncredited),ACTOR
tm14873,Sean Maley,Bus Kid (uncredited),ACTOR
tm14873,Diane Darnell,Mayor's Secretary (uncredited),ACTOR
tm14873,Don Siegel,Unknown,DIRECTOR
tm119281,Warren Beatty,Clyde Barrow,ACTOR
tm119281,Faye Dunaway,Bonnie Parker,ACTOR
tm119281,Michael J. Pollard,C. W. Moss,ACTOR
tm119281,Gene Hackman,Buck Barrow,ACTOR
tm119281,Estelle Parsons,Blanche,ACTOR
tm119281,Denver Pyle,Frank Hamer,ACTOR
tm119281,Dub Taylor,Ivan Moss,ACTOR
tm119281,Evans Evans,Velma Davis,ACTOR
tm119281,Gene Wilder,Eugene Grizzard,ACTOR
tm119281,Mabel Cavitt,Bonnie's mother (uncredited),ACTOR
tm119281,Patrick Cranshaw,Bank Teller (uncredited),ACTOR
tm119281,Owen Bush,Policeman (uncredited),ACTOR
tm119281,Clyde Howdy,Deputy (uncredited),ACTOR
tm119281,Russ Marker,Bank Guard (uncredited),ACTOR
tm119281,Ann Palmer,Bonnie's Sister (uncredited),ACTOR
tm119281,Ken Mayer,Sheriff Smoot (uncredited),ACTOR
tm119281,Arthur Penn,Unknown,DIRECTOR
tm98978,Brooke Shields,Emmeline,ACTOR
tm98978,Christopher Atkins,Richard,ACTOR
tm98978,Leo McKern,Paddy Button,ACTOR
tm98978,William Daniels,Arthur Lestrange,ACTOR
tm98978,Jeffrey Kleiser,Lookout,ACTOR
tm98978,Gus Mercurio,Officer,ACTOR
tm98978,Elva Josephson,Young Emmeline,ACTOR
tm98978,Glenn Kohan,Young Richard,ACTOR
tm98978,Bradley Pryce,Little Paddy,ACTOR
tm98978,Chad Timmerman,Infant Paddy,ACTOR
tm98978,Gert Jacoby,Sailor,ACTOR
tm98978,Alex Hamilton,Sailor,ACTOR
tm98978,Richard Evanson,Sailor,ACTOR
tm98978,Randal Kleiser,Unknown,DIRECTOR
tm44204,Gregory Peck,Capt. Keith Mallory,ACTOR
tm44204,David Niven,Cpl. James Arthur Miller,ACTOR
tm44204,Anthony Quinn,Col. Andrea Stavros,ACTOR
tm44204,Stanley Baker,Pvt. 'Butcher' Brown,ACTOR
tm44204,Anthony Quayle,Maj. Roy Franklin,ACTOR
tm44204,James Darren,Pvt. Spyros Pappadimos,ACTOR
tm44204,Irene Papas,Maria Pappadimos,ACTOR
tm44204,Gia Scala,Anna,ACTOR
tm44204,James Robertson Justice,Commodore Jensen / Prologue Narrator,ACTOR
tm44204,Richard Harris,Squadron Leader Howard Barnsby RAAF,ACTOR
tm44204,Bryan Forbes,Cohn,ACTOR
tm44204,Allan Cuthbertson,Maj. Baker,ACTOR
tm44204,Michael Trubshawe,Weaver,ACTOR
tm44204,Percy Herbert,Sgt. Grogan,ACTOR
tm44204,George Mikell,SS Hauptman Sessler,ACTOR
tm44204,Walter Gotell,Muesel,ACTOR
tm44204,Tutte Lemkow,Nicolai,ACTOR
tm44204,Albert Lieven,Commandant,ACTOR
tm44204,Norman Wooland,Group Captain,ACTOR
tm44204,Kleo Skouloudi,Bride,ACTOR
tm44204,Nicholas Papakonstantinou,Patrol Boat Captain,ACTOR
tm44204,Christopher Rhodes,German Gunnery Officer,ACTOR
tm44204,William Hoehne Jr.,German Officer on Navarone,ACTOR
tm44204,J. Lee Thompson,Unknown,DIRECTOR
tm67378,Burt Lancaster,Dolworth,ACTOR
tm67378,Lee Marvin,Fardan,ACTOR
tm67378,Robert Ryan,Ehrengard,ACTOR
tm67378,Woody Strode,Jake,ACTOR
tm67378,Jack Palance,Jesus Raza,ACTOR
tm67378,Claudia Cardinale,Maria,ACTOR
tm67378,Ralph Bellamy,Grant,ACTOR
tm67378,Joe De Santis,Ortega,ACTOR
tm67378,Rafael Bertrand,Fierro,ACTOR
tm67378,Jorge Martínez de Hoyos,Padilla,ACTOR
tm67378,Marie Gomez,Chiquita,ACTOR
tm67378,José Chávez,Revolutionary,ACTOR
tm67378,Carlos Romero,Revolutionary,ACTOR
tm67378,Vaughn Taylor,Banker,ACTOR
tm67378,Elizabeth Campbell,Mexican Girl (uncredited),ACTOR
tm67378,Don Carlos,Bandit (uncredited),ACTOR
tm67378,Leigh Chapman,Lady (uncredited),ACTOR
tm67378,Roberto Contreras,Bandit (uncredited),ACTOR
tm67378,Dirk Evans,Man at Door (uncredited),ACTOR
tm67378,Darwin Lamb,Hooper (uncredited),ACTOR
tm67378,Eddie Little Sky,Jake's Prisoner (uncredited),ACTOR
tm67378,John Lopez,Mexican Servant (uncredited),ACTOR
tm67378,John McKee,Sheriff (uncredited),ACTOR
tm67378,Philip L. Parslow,Deputy Sheriff (uncredited),ACTOR
tm67378,Ron Veto,Mexican Soldier (uncredited),ACTOR
tm67378,Richard Brooks,Unknown,DIRECTOR
tm69997,Richard Pryor,Himself,ACTOR
tm69997,Jennifer Lee Pryor,Herself (uncredited),ACTOR
tm69997,Jeff Margolis,Unknown,DIRECTOR
tm16479,Bing Crosby,Bob Wallace,ACTOR
tm16479,Danny Kaye,Phil Davis,ACTOR
tm16479,Rosemary Clooney,Betty Haynes,ACTOR
tm16479,Vera-Ellen,Judy Haynes,ACTOR
tm16479,Dean Jagger,General Waverly,ACTOR
tm16479,Mary Wickes,Emma Allen,ACTOR
tm16479,John Brascia,John,ACTOR
tm16479,Anne Whitfield,Susan Waverly,ACTOR
tm16479,Bea Allen,Dancer (uncredited),ACTOR
tm16479,Frank Baker,Anniversary Party Guest (uncredited),ACTOR
tm16479,Glen Cargyle,Jeep Driver (uncredited),ACTOR
tm16479,George Chakiris,Dancer (uncredited),ACTOR
tm16479,Barrie Chase,Doris Lenz (uncredited),ACTOR
tm16479,Lorinne Crawford,Rita (uncredited),ACTOR
tm16479,Franklyn Farnum,Club Patron (uncredited),ACTOR
tm16479,Bess Flowers,Club Patron (uncredited),ACTOR
tm16479,Gavin Gordon,General Carlton (uncredited),ACTOR
tm16479,Johnny Grant,Ed Harrison (uncredited),ACTOR
tm16479,Percy Helton,Train Conductor (uncredited),ACTOR
tm16479,I. Stanford Jolley,Station Master (uncredited),ACTOR
tm16479,Sig Ruman,Landlord (uncredited),ACTOR
tm16479,Grady Sutton,Mr. Herring (uncredited),ACTOR
tm16479,Herb Vigran,Novello (uncredited),ACTOR
tm16479,Robert Crosson,Albert (uncredited),ACTOR
tm16479,Michael Curtiz,Unknown,DIRECTOR
tm135083,Farid Shawqi,Abu Siri,ACTOR
tm135083,Hind Rostom,Hanuma,ACTOR
tm135083,Youssef Chahine,Qinawi,ACTOR
tm135083,Hassan el Baroudi,Madbouli,ACTOR
tm135083,Abdel Aziz Khalil,Abu Gaber,ACTOR
tm135083,Said Khalil,Jadallah,ACTOR
tm135083,Abdel Ghani Nagdi,Sa'idi traveller,ACTOR
tm135083,Loutfi El Hakim,Unknown,ACTOR
tm135083,Abdel Hamid Bodaoha,Shawish Hassanein,ACTOR
tm135083,F. El Demerdache,Unknown,ACTOR
tm135083,Said El Araby,Unknown,ACTOR
tm135083,Ahmed Abaza,Mansour,ACTOR
tm135083,Hana Abdel Fattah,Unknown,ACTOR
tm135083,Safia Sarwat,Unknown,ACTOR
tm135083,Asaad Kellada,(as Assaad Kellada),ACTOR
tm135083,Naima Wasfy,Hallawatim,ACTOR
tm135083,Sherine,Unknown,ACTOR
tm135083,Soheir,Unknown,ACTOR
tm135083,Esmat Mahmoud,Unknown,ACTOR
tm135083,Nawal Morsi,Unknown,ACTOR
tm135083,Gharib Moawad,Unknown,ACTOR
tm135083,Mohamed Mazhar,Unknown,ACTOR
tm135083,Galal Issa,Unknown,ACTOR
tm135083,Mahrous El Garhi,Unknown,ACTOR
tm135083,Ahmed El Tantawi,Unknown,ACTOR
tm135083,S. Abdel Aziz,Unknown,ACTOR
tm135083,Nadia Lotfi,Unknown,ACTOR
tm135083,Safia Tharwat,Halawethom,ACTOR
tm135083,Youssef Chahine,Unknown,DIRECTOR
tm89386,Gert Westphal,Narrator (voice),ACTOR
tm89386,Joachim Fest,Unknown,DIRECTOR
tm156453,Jane Fonda,Herself,ACTOR
tm156453,Donald Sutherland,Himself,ACTOR
tm156453,Pamela Donegan,Herself,ACTOR
tm156453,Len Chandler,Himself,ACTOR
tm156453,Michael Alaimo,Himself,ACTOR
tm156453,Holly Near,Herself,ACTOR
tm156453,Paul Mooney,Himself,ACTOR
tm156453,Rita Martinson,Herself,ACTOR
tm156453,Peter Boyle,Himself,ACTOR
tm156453,Steve Jaffe,Himself,ACTOR
tm156453,Francine Parker,Unknown,DIRECTOR
tm14350,Farid Shawqi,Mohsen's Father,ACTOR
tm14350,Mahmoud el-Meliguy,Qadry,ACTOR
tm14350,Ezzat El Alaili,Shaker,ACTOR
tm14350,Youssef Wahby,Souril,ACTOR
tm14350,Yehia Chahine,Unknown,ACTOR
tm14350,Leila Fawzi,Unknown,ACTOR
tm14350,Akela Kateb,Unknown,ACTOR
tm14350,Zeinab Sedky,Unknown,ACTOR
tm14350,Ahmad Abdel Waress,Unknown,ACTOR
tm14350,Abdel Azziz Makhyoun,Unknown,ACTOR
tm14350,Ahmed Mehrez,Unknown,ACTOR
tm14350,Abdel Warith Assir,The Sheikh,ACTOR
tm14350,Aida Kamel,Unknown,ACTOR
tm14350,Oussaida Abbass,Unknown,ACTOR
tm14350,Zouzou Hamdy El-Hakim,Unknown,ACTOR
tm14350,Abdel Salam Mohamed,Unknown,ACTOR
tm14350,Halima El Soghayar,Unknown,ACTOR
tm14350,Samira Mohamed,Unknown,ACTOR
tm14350,Abou Hachich,Unknown,ACTOR
tm14350,Gamil El Traboulsi,Unknown,ACTOR
tm14350,Ahmad Zaki,Ibrahim,ACTOR
tm14350,Ahmad Bedir,Unknown,ACTOR
tm14350,Naglaa Fathy,Unknown,ACTOR
tm14350,Abdullah Mahmoud,Mohsen,ACTOR
tm14350,Mohsena Tawfik,Yehya's Mother,ACTOR
tm14350,Seif Abdelrahman,Unknown,ACTOR
tm14350,Youssef Chahine,Unknown,DIRECTOR
tm81728,Ezzat El Alaili,Abd El-Hadi,ACTOR
tm81728,Mahmoud el-Meliguy,Mohamed Abu Swelam,ACTOR
tm81728,Hamdy Ahmed,Mohammad Effendi,ACTOR
tm81728,Yehia Chahine,Hassuna,ACTOR
tm81728,Tewfik El Dekn,Khedr,ACTOR
tm81728,Ali El Sherif,Diab,ACTOR
tm81728,Salah El-Saadany,Elwani,ACTOR
tm81728,Nagwa Ibrahim,Wasifa,ACTOR
tm81728,Abdel Warith Assir,El Omda,ACTOR
tm81728,Fatma Omara‏,Khadra,ACTOR
tm81728,Ashraf Al-Selehdar,Mahmoud Bik,ACTOR
tm81728,Hussein Ismail,Shenawy,ACTOR
tm81728,Mahmoud Al Iraq,Unknown,ACTOR
tm81728,Faiza Abdelgawwad,Unknown,ACTOR
tm81728,Youssef Chahine,Unknown,DIRECTOR
tm94651,Amitabh Bachchan,Vijay Varma,ACTOR
tm94651,Shatrughan Sinha,Ravi Kapoor,ACTOR
tm94651,Zeenat Aman,Sheetal Sahni,ACTOR
tm94651,Prem Chopra,Mr. Daaga,ACTOR
tm94651,Amrish Puri,Balwant Singh,ACTOR
tm94651,Helen,Sylvia,ACTOR
tm94651,Pran,Tony,ACTOR
tm94651,Gajanan Jagirdar,High School Principal,ACTOR
tm94651,Sajjan,Ramnik Lal Tiwari,ACTOR
tm94651,Iftekhar,Prosecuting Lawyer,ACTOR
tm94651,K.N. Singh,Judge,ACTOR
tm94651,Trilok Kapoor,Unknown,ACTOR
tm94651,Abhimanyu Sharma,Unknown,ACTOR
tm94651,Goga Kapoor,Unknown,ACTOR
tm94651,Mac Mohan,Unknown,ACTOR
tm94651,Paintal,Unknown,ACTOR
tm94651,Jagdish Raj,Unknown,ACTOR
tm94651,Ruby Myers,Unknown,ACTOR
tm94651,Yunus Parvez,Unknown,ACTOR
tm94651,Raj Khosla,Unknown,DIRECTOR
